"sort_order","region_name"
"255","","","","洋县"
"255","","","","西乡县"
"255","","","","勉县"
"255","","","","宁强县"
"255","","","","略阳县"
"255","","","","镇巴县"
"255","","","","留坝县"
"255","","","","佛坪县"
"255","","","商洛"
"255","","","","商州区"
"255","","","","洛南县"
"255","","","","丹凤县"
"255","","","","商南县"
"255","","","","山阳县"
"255","","","","镇安县"
"255","","","","柞水县"
"255","","","铜川"
"255","","","","耀州区"
"255","","","","王益区"
"255","","","","印台区"
"255","","","","宜君县"
"255","","","渭南"
"255","","","","临渭区"
"255","","","","韩城市"
"255","","","","华阴市"
"255","","","","华县"
"255","","","","潼关县"
"255","","","","大荔县"
"255","","","","合阳县"
"255","","","","澄城县"
"255","","","","蒲城县"
"255","","","","白水县"
"255","","","","富平县"
"255","","","咸阳"
"255","","","","秦都区"
"255","","","","渭城区"
"255","","","","杨陵区"
"255","","","","兴平市"
"255","","","","三原县"
"255","","","","泾阳县"
"255","","","","乾县"
"255","","","","礼泉县"
"255","","","","永寿县"
"255","","","","彬县"
"255","","","","长武县"
"255","","","","旬邑县"
"255","","","","淳化县"
"255","","","","武功县"
"255","","","延安"
"255","","","","吴起县"
"255","","","","宝塔区"
"255","","","","延长县"
"255","","","","延川县"
"255","","","","子长县"
"255","","","","安塞县"
"255","","","","志丹县"
"255","","","","甘泉县"
"255","","","","富县"
"255","","","","洛川县"
"255","","","","宜川县"
"255","","","","黄龙县"
"255","","","","黄陵县"
"255","","","榆林"
"255","","","","榆阳区"
"255","","","","神木县"
"255","","","","府谷县"
"255","","","","横山县"
"255","","","","靖边县"
"255","","","","定边县"
"255","","","","绥德县"
"255","","","","米脂县"
"255","","","","佳县"
"255","","","","吴堡县"
"255","","","","清涧县"
"255","","","","子洲县"
"255","","上海"
"255","","","上海"
"255","","","","长宁区"
"255","","","","闸北区"
"255","","","","闵行区"
"255","","","","徐汇区"
"255","","","","浦东新区"
"255","","","","杨浦区"
"255","","","","普陀区"
"255","","","","静安区"
"255","","","","卢湾区"
"255","","","","虹口区"
"255","","","","黄浦区"
"255","","","","南汇区"
"255","","","","松江区"
"255","","","","嘉定区"
"255","","","","宝山区"
"255","","","","青浦区"
"255","","","","金山区"
"255","","","","奉贤区"
"255","","","","崇明县"
"255","","四川"
"255","","","成都"
"255","","","","青羊区"
"255","","","","锦江区"
"255","","","","金牛区"
"255","","","","武侯区"
"255","","","","成华区"
"255","","","","龙泉驿区"
"255","","","","青白江区"
"255","","","","新都区"
"255","","","","温江区"
"255","","","","高新区"
"255","","","","高新西区"
"255","","","","都江堰市"
"255","","","","彭州市"
"255","","","","邛崃市"
"255","","","","崇州市"
"255","","","","金堂县"
"255","","","","双流县"
"255","","","","郫县"
"255","","","","大邑县"
"255","","","","蒲江县"
"255","","","","新津县"
"255","","","绵阳"
"255","","","","涪城区"
"255","","","","游仙区"
"255","","","","江油市"
"255","","","","盐亭县"
"255","","","","三台县"
"255","","","","平武县"
"255","","","","安县"
"255","","","","梓潼县"
"255","","","","北川县"
"255","","","阿坝"
"255","","","","马尔康县"
"255","","","","汶川县"
"255","","","","理县"
"255","","","","茂县"
"255","","","","松潘县"
"255","","","","九寨沟县"
"255","","","","金川县"
"255","","","","小金县"
"255","","","","黑水县"
"255","","","","壤塘县"
"255","","","","阿坝县"
"255","","","","若尔盖县"
"255","","","","红原县"
"255","","","巴中"
"255","","","","巴州区"
"255","","","","通江县"
"255","","","","南江县"
"255","","","","平昌县"
"255","","","达州"
"255","","","","通川区"
"255","","","","万源市"
"255","","","","达县"
"255","","","","宣汉县"
"255","","","","开江县"
"255","","","","大竹县"
"255","","","","渠县"
"255","","","德阳"
"255","","","","旌阳区"
"255","","","","广汉市"
"255","","","","什邡市"
"255","","","","绵竹市"
"255","","","","罗江县"
"255","","","","中江县"
"255","","","甘孜"
"255","","","","康定县"
"255","","","","丹巴县"
"255","","","","泸定县"
"255","","","","炉霍县"
"255","","","","九龙县"
"255","","","","甘孜县"
"255","","","","雅江县"
"255","","","","新龙县"
"255","","","","道孚县"
"255","","","","白玉县"
"255","","","","理塘县"
"255","","","","德格县"
"255","","","","乡城县"
"255","","","","石渠县"
"255","","","","稻城县"
"255","","","","色达县"
"255","","","","巴塘县"
"255","","","","得荣县"
"255","","","广安"
"255","","","","广安区"
"255","","","","华蓥市"
"255","","","","岳池县"
"255","","","","武胜县"
"255","","","","邻水县"
"255","","","广元"
"255","","","","利州区"
"255","","","","元坝区"
"255","","","","朝天区"
"255","","","","旺苍县"
"255","","","","青川县"
"255","","","","剑阁县"
"255","","","","苍溪县"
"255","","","乐山"
"255","","","","峨眉山市"
"255","","","","乐山市"
"255","","","","犍为县"
"255","","","","井研县"
"255","","","","夹江县"
"255","","","","沐川县"
"255","","","","峨边"
"255","","","","马边"
"255","","","凉山"
"255","","","","西昌市"
"255","","","","盐源县"
"255","","","","德昌县"
"255","","","","会理县"
"255","","","","会东县"
"255","","","","宁南县"
"255","","","","普格县"
"255","","","","布拖县"
"255","","","","金阳县"
"255","","","","昭觉县"
"255","","","","喜德县"
"255","","","","冕宁县"
"255","","","","越西县"
"255","","","","甘洛县"
"255","","","","美姑县"
"255","","","","雷波县"
"255","","","","木里"
"255","","","眉山"
"255","","","","东坡区"
"255","","","","仁寿县"
"255","","","","彭山县"
"255","","","","洪雅县"
"255","","","","丹棱县"
"255","","","","青神县"
"255","","","南充"
"255","","","","阆中市"
"255","","","","南部县"
"255","","","","营山县"
"255","","","","蓬安县"
"255","","","","仪陇县"
"255","","","","顺庆区"
"255","","","","高坪区"
"255","","","","嘉陵区"
"255","","","","西充县"
"255","","","内江"
"255","","","","市中区"
"255","","","","东兴区"
"255","","","","威远县"
"255","","","","资中县"
"255","","","","隆昌县"
"255","","","攀枝花"
"255","","","","东 区"
"255","","","","西 区"
"255","","","","仁和区"
"255","","","","米易县"
"255","","","","盐边县"
"255","","","遂宁"
"255","","","","船山区"
"255","","","","安居区"
"255","","","","蓬溪县"
"255","","","","射洪县"
"255","","","","大英县"
"255","","","雅安"
"255","","","","雨城区"
"255","","","","名山县"
"255","","","","荥经县"
"255","","","","汉源县"
"255","","","","石棉县"
"255","","","","天全县"
"255","","","","芦山县"
"255","","","","宝兴县"
"255","","","宜宾"
"255","","","","翠屏区"
"255","","","","宜宾县"
"255","","","","南溪县"
"255","","","","江安县"
"255","","","","长宁县"
"255","","","","高县"
"255","","","","珙县"
"255","","","","筠连县"
"255","","","","兴文县"
"255","","","","屏山县"
"255","","","资阳"
"255","","","","雁江区"
"255","","","","简阳市"
"255","","","","安岳县"
"255","","","","乐至县"
"255","","","自贡"
"255","","","","大安区"
"255","","","","自流井区"
"255","","","","贡井区"
"255","","","","沿滩区"
"255","","","","荣县"
"255","","","","富顺县"
"255","","","泸州"
"255","","","","江阳区"
"255","","","","纳溪区"
"255","","","","龙马潭区"
"255","","","","泸县"
"255","","","","合江县"
"255","","","","叙永县"
"255","","","","古蔺县"
"255","","天津"
"255","","","天津"
"255","","","","和平区"
"255","","","","河西区"
"255","","","","南开区"
"255","","","","河北区"
"255","","","","河东区"
"255","","","","红桥区"
"255","","","","东丽区"
"255","","","","津南区"
"255","","","","西青区"
"255","","","","北辰区"
"255","","","","塘沽区"
"255","","","","汉沽区"
"255","","","","大港区"
"255","","","","武清区"
"255","","","","宝坻区"
"255","","","","经济开发区"
"255","","","","宁河县"
"255","","","","静海县"
"255","","","","蓟县"
"255","","西藏"
"255","","","拉萨"
"255","","","","城关区"
"255","","","","林周县"
"255","","","","当雄县"
"255","","","","尼木县"
"255","","","","曲水县"
"255","","","","堆龙德庆县"
"255","","","","达孜县"
"255","","","","墨竹工卡县"
"255","","","阿里"
"255","","","","噶尔县"
"255","","","","普兰县"
"255","","","","札达县"
"255","","","","日土县"
"255","","","","革吉县"
"255","","","","改则县"
"255","","","","措勤县"
"255","","","昌都"
"255","","","","昌都县"
"255","","","","江达县"
"255","","","","贡觉县"
"255","","","","类乌齐县"
"255","","","","丁青县"
"255","","","","察雅县"
"255","","","","八宿县"
"255","","","","左贡县"
"255","","","","芒康县"
"255","","","","洛隆县"
"255","","","","边坝县"
"255","","","林芝"
"255","","","","林芝县"
"255","","","","工布江达县"
"255","","","","米林县"
"255","","","","墨脱县"
"255","","","","波密县"
"255","","","","察隅县"
"255","","","","朗县"
"255","","","那曲"
"255","","","","那曲县"
"255","","","","嘉黎县"
"255","","","","比如县"
"255","","","","聂荣县"
"255","","","","安多县"
"255","","","","申扎县"
"255","","","","索县"
"255","","","","班戈县"
"255","","","","巴青县"
"255","","","","尼玛县"
"255","","","日喀则"
"255","","","","日喀则市"
"255","","","","南木林县"
"255","","","","江孜县"
"255","","","","定日县"
"255","","","","萨迦县"
"255","","","","拉孜县"
"255","","","","昂仁县"
"255","","","","谢通门县"
"255","","","","白朗县"
"255","","","","仁布县"
"255","","","","康马县"
"255","","","","定结县"
"255","","","","仲巴县"
"255","","","","亚东县"
"255","","","","吉隆县"
"255","","","","聂拉木县"
"255","","","","萨嘎县"
"255","","","","岗巴县"
"255","","","山南"
"255","","","","乃东县"
"255","","","","扎囊县"
"255","","","","贡嘎县"
"255","","","","桑日县"
"255","","","","琼结县"
"255","","","","曲松县"
"255","","","","措美县"
"255","","","","洛扎县"
"255","","","","加查县"
"255","","","","隆子县"
"255","","","","错那县"
"255","","","","浪卡子县"
"255","","新疆"
"255","","","乌鲁木齐"
"255","","","","天山区"
"255","","","","沙依巴克区"
"255","","","","新市区"
"255","","","","水磨沟区"
"255","","","","头屯河区"
"255","","","","达坂城区"
"255","","","","米东区"
"255","","","","乌鲁木齐县"
"255","","","阿克苏"
"255","","","","阿克苏市"
"255","","","","温宿县"
"255","","","","库车县"
"255","","","","沙雅县"
"255","","","","新和县"
"255","","","","拜城县"
"255","","","","乌什县"
"255","","","","阿瓦提县"
"255","","","","柯坪县"
"255","","","阿拉尔"
"255","","","","阿拉尔市"
"255","","","巴音郭楞"
"255","","","","库尔勒市"
"255","","","","轮台县"
"255","","","","尉犁县"
"255","","","","若羌县"
"255","","","","且末县"
"255","","","","焉耆"
"255","","","","和静县"
"255","","","","和硕县"
"255","","","","博湖县"
"255","","","博尔塔拉"
"255","","","","博乐市"
"255","","","","精河县"
"255","","","","温泉县"
"255","","","昌吉"
"255","","","","呼图壁县"
"255","","","","米泉市"
"255","","","","昌吉市"
"255","","","","阜康市"
"255","","","","玛纳斯县"
"255","","","","奇台县"
"255","","","","吉木萨尔县"
"255","","","","木垒"
"255","","","哈密"
"255","","","","哈密市"
"255","","","","伊吾县"
"255","","","","巴里坤"
"255","","","和田"
"255","","","","和田市"
"255","","","","和田县"
"255","","","","墨玉县"
"255","","","","皮山县"
"255","","","","洛浦县"
"255","","","","策勒县"
"255","","","","于田县"
"255","","","","民丰县"
"255","","","喀什"
"255","","","","喀什市"
"255","","","","疏附县"
"255","","","","疏勒县"
"255","","","","英吉沙县"
"255","","","","泽普县"
"255","","","","莎车县"
"255","","","","叶城县"
"255","","","","麦盖提县"
"255","","","","岳普湖县"
"255","","","","伽师县"
"255","","","","巴楚县"
"255","","","","塔什库尔干"
"255","","","克拉玛依"
"255","","","","克拉玛依市"
"255","","","克孜勒苏"
"255","","","","阿图什市"
"255","","","","阿克陶县"
"255","","","","阿合奇县"
"255","","","","乌恰县"
"255","","","石河子"
"255","","","","石河子市"
"255","","","图木舒克"
"255","","","","图木舒克市"
"255","","","吐鲁番"
"255","","","","吐鲁番市"
"255","","","","鄯善县"
"255","","","","托克逊县"
"255","","","五家渠"
"255","","","","五家渠市"
"255","","","伊犁"
"255","","","","阿勒泰市"
"255","","","","布克赛尔"
"255","","","","伊宁市"
"255","","","","布尔津县"
"255","","","","奎屯市"
"255","","","","乌苏市"
"255","","","","额敏县"
"255","","","","富蕴县"
"255","","","","伊宁县"
"255","","","","福海县"
"255","","","","霍城县"
"255","","","","沙湾县"
"255","","","","巩留县"
"255","","","","哈巴河县"
"255","","","","托里县"
"255","","","","青河县"
"255","","","","新源县"
"255","","","","裕民县"
"255","","","","和布克赛尔"
"255","","","","吉木乃县"
"255","","","","昭苏县"
"255","","","","特克斯县"
"255","","","","尼勒克县"
"255","","","","察布查尔"
"255","","云南"
"255","","","昆明"
"255","","","","盘龙区"
"255","","","","五华区"
"255","","","","官渡区"
"255","","","","西山区"
"255","","","","东川区"
"255","","","","安宁市"
"255","","","","呈贡县"
"255","","","","晋宁县"
"255","","","","富民县"
"255","","","","宜良县"
"255","","","","嵩明县"
"255","","","","石林县"
"255","","","","禄劝"
"255","","","","寻甸"
"255","","","怒江"
"255","","","","兰坪"
"255","","","","泸水县"
"255","","","","福贡县"
"255","","","","贡山"
"255","","","普洱"
"255","","","","宁洱"
"255","","","","思茅区"
"255","","","","墨江"
"255","","","","景东"
"255","","","","景谷"
"255","","","","镇沅"
"255","","","","江城"
"255","","","","孟连"
"255","","","","澜沧"
"255","","","","西盟"
"255","","","丽江"
"255","","","","古城区"
"255","","","","宁蒗"
"255","","","","玉龙"
"255","","","","永胜县"
"255","","","","华坪县"
"255","","","保山"
"255","","","","隆阳区"
"255","","","","施甸县"
"255","","","","腾冲县"
"255","","","","龙陵县"
"255","","","","昌宁县"
"255","","","楚雄"
"255","","","","楚雄市"
"255","","","","双柏县"
"255","","","","牟定县"
"255","","","","南华县"
"255","","","","姚安县"
"255","","","","大姚县"
"255","","","","永仁县"
"255","","","","元谋县"
"255","","","","武定县"
"255","","","","禄丰县"
"255","","","大理"
"255","","","","大理市"
"255","","","","祥云县"
"255","","","","宾川县"
"255","","","","弥渡县"
"255","","","","永平县"
"255","","","","云龙县"
"255","","","","洱源县"
"255","","","","剑川县"
"255","","","","鹤庆县"
"255","","","","漾濞"
"255","","","","南涧"
"255","","","","巍山"
"255","","","德宏"
"255","","","","潞西市"
"255","","","","瑞丽市"
"255","","","","梁河县"
"255","","","","盈江县"
"255","","","","陇川县"
"255","","","迪庆"
"255","","","","香格里拉县"
"255","","","","德钦县"
"255","","","","维西"
"255","","","红河"
"255","","","","泸西县"
"255","","","","蒙自县"
"255","","","","个旧市"
"255","","","","开远市"
"255","","","","绿春县"
"255","","","","建水县"
"255","","","","石屏县"
"255","","","","弥勒县"
"255","","","","元阳县"
"255","","","","红河县"
"255","","","","金平"
"255","","","","河口"
"255","","","","屏边"
"255","","","临沧"
"255","","","","临翔区"
"255","","","","凤庆县"
"255","","","","云县"
"255","","","","永德县"
"255","","","","镇康县"
"255","","","","双江"
"255","","","","耿马"
"255","","","","沧源"
"255","","","曲靖"
"255","","","","麒麟区"
"255","","","","宣威市"
"255","","","","马龙县"
"255","","","","陆良县"
"255","","","","师宗县"
"255","","","","罗平县"
"255","","","","富源县"
"255","","","","会泽县"
"255","","","","沾益县"
"255","","","文山"
"255","","","","文山县"
"255","","","","砚山县"
"255","","","","西畴县"
"255","","","","麻栗坡县"
"255","","","","马关县"
"255","","","","丘北县"
"255","","","","广南县"
"255","","","","富宁县"
"255","","","西双版纳"
"255","","","","景洪市"
"255","","","","勐海县"
"255","","","","勐腊县"
"255","","","玉溪"
"255","","","","红塔区"
"255","","","","江川县"
"255","","","","澄江县"
"255","","","","通海县"
"255","","","","华宁县"
"255","","","","易门县"
"255","","","","峨山"
"255","","","","新平"
"255","","","","元江"
"255","","","昭通"
"255","","","","昭阳区"
"255","","","","鲁甸县"
"255","","","","巧家县"
"255","","","","盐津县"
"255","","","","大关县"
"255","","","","永善县"
"255","","","","绥江县"
"255","","","","镇雄县"
"255","","","","彝良县"
"255","","","","威信县"
"255","","","","水富县"
"255","","浙江"
"255","","","杭州"
"255","","","","西湖区"
"255","","","","上城区"
"255","","","","下城区"
"255","","","","拱墅区"
"255","","","","滨江区"
"255","","","","江干区"
"255","","","","萧山区"
"255","","","","余杭区"
"255","","","","市郊"
"255","","","","建德市"
"255","","","","富阳市"
"255","","","","临安市"
"255","","","","桐庐县"
"255","","","","淳安县"
"255","","","湖州"
"255","","","","吴兴区"
"255","","","","南浔区"
"255","","","","德清县"
"255","","","","长兴县"
"255","","","","安吉县"
"255","","","嘉兴"
"255","","","","南湖区"
"255","","","","秀洲区"
"255","","","","海宁市"
"255","","","","嘉善县"
"255","","","","平湖市"
"255","","","","桐乡市"
"255","","","","海盐县"
"255","","","金华"
"255","","","","婺城区"
"255","","","","金东区"
"255","","","","兰溪市"
"255","","","","市区"
"255","","","","佛堂镇"
"255","","","","上溪镇"
"255","","","","义亭镇"
"255","","","","大陈镇"
"255","","","","苏溪镇"
"255","","","","赤岸镇"
"255","","","","东阳市"
"255","","","","永康市"
"255","","","","武义县"
"255","","","","浦江县"
"255","","","","磐安县"
"255","","","丽水"
"255","","","","莲都区"
"255","","","","龙泉市"
"255","","","","青田县"
"255","","","","缙云县"
"255","","","","遂昌县"
"255","","","","松阳县"
"255","","","","云和县"
"255","","","","庆元县"
"255","","","","景宁"
"255","","","宁波"
"255","","","","海曙区"
"255","","","","江东区"
"255","","","","江北区"
"255","","","","镇海区"
"255","","","","北仑区"
"255","","","","鄞州区"
"255","","","","余姚市"
"255","","","","慈溪市"
"255","","","","奉化市"
"255","","","","象山县"
"255","","","","宁海县"
"255","","","绍兴"
"255","","","","越城区"
"255","","","","上虞市"
"255","","","","嵊州市"
"255","","","","绍兴县"
"255","","","","新昌县"
"255","","","","诸暨市"
"255","","","台州"
"255","","","","椒江区"
"255","","","","黄岩区"
"255","","","","路桥区"
"255","","","","温岭市"
"255","","","","临海市"
"255","","","","玉环县"
"255","","","","三门县"
"255","","","","天台县"
"255","","","","仙居县"
"255","","","温州"
"255","","","","鹿城区"
"255","","","","龙湾区"
"255","","","","瓯海区"
"255","","","","瑞安市"
"255","","","","乐清市"
"255","","","","洞头县"
"255","","","","永嘉县"
"255","","","","平阳县"
"255","","","","苍南县"
"255","","","","文成县"
"255","","","","泰顺县"
"255","","","舟山"
"255","","","","定海区"
"255","","","","普陀区"
"255","","","","岱山县"
"255","","","","嵊泗县"
"255","","","衢州"
"255","","","","衢州市"
"255","","","","江山市"
"255","","","","常山县"
"255","","","","开化县"
"255","","","","龙游县"
"255","","重庆"
"255","","","重庆"
"255","","","","合川区"
"255","","","","江津区"
"255","","","","南川区"
"255","","","","永川区"
"255","","","","南岸区"
"255","","","","渝北区"
"255","","","","万盛区"
"255","","","","大渡口区"
"255","","","","万州区"
"255","","","","北碚区"
"255","","","","沙坪坝区"
"255","","","","巴南区"
"255","","","","涪陵区"
"255","","","","江北区"
"255","","","","九龙坡区"
"255","","","","渝中区"
"255","","","","黔江开发区"
"255","","","","长寿区"
"255","","","","双桥区"
"255","","","","綦江县"
"255","","","","潼南县"
"255","","","","铜梁县"
"255","","","","大足县"
"255","","","","荣昌县"
"255","","","","璧山县"
"255","","","","垫江县"
"255","","","","武隆县"
"255","","","","丰都县"
"255","","","","城口县"
"255","","","","梁平县"
"255","","","","开县"
"255","","","","巫溪县"
"255","","","","巫山县"
"255","","","","奉节县"
"255","","","","云阳县"
"255","","","","忠县"
"255","","","","石柱"
"255","","","","彭水"
"255","","","","酉阳"
"255","","","","秀山"
"255","","香港"
"255","","","香港"
"255","","","","沙田区"
"255","","","","东区"
"255","","","","观塘区"
"255","","","","黄大仙区"
"255","","","","九龙城区"
"255","","","","屯门区"
"255","","","","葵青区"
"255","","","","元朗区"
"255","","","","深水埗区"
"255","","","","西贡区"
"255","","","","大埔区"
"255","","","","湾仔区"
"255","","","","油尖旺区"
"255","","","","北区"
"255","","","","南区"
"255","","","","荃湾区"
"255","","","","中西区"
"255","","","","离岛区"
"255","","澳门"
"255","","","澳门"
"255","","","","澳门"
"255","","台湾"
"255","","","台湾"
"255","","","","台北"
"255","","","","高雄"
"255","","","","基隆"
"255","","","","台中"
"255","","","","台南"
"255","","","","新竹"
"255","","","","嘉义"
"255","","","","宜兰县"
"255","","","","桃园县"
"255","","","","苗栗县"
"255","","","","彰化县"
"255","","","","南投县"
"255","","","","云林县"
"255","","","","屏东县"
"255","","","","台东县"
"255","","","","花莲县"
"255","","","","澎湖县"
